query_id,precision@10,recall@10,AP,RR
1,0.3,0.10714285714285714,0.1861668996958119,1.0
2,0.4,0.16666666666666666,0.19679381858445713,1.0
3,0.7,0.875,0.6580007002801121,0.5
4,0.1,0.5,0.5285714285714286,1.0
5,0.3,0.75,0.32756410256410257,0.3333333333333333
6,0.1,0.25,0.17472527472527472,0.5
7,0.2,0.4,0.25713481340614364,0.5
8,0.1,0.09090909090909091,0.18153497427506393,1.0
9,0.0,0.0,0.026796123854947385,0.02702702702702703
10,0.3,0.375,0.2721368425418948,1.0
11,0.2,0.2857142857142857,0.18044469574155858,0.3333333333333333
12,0.1,0.2,0.13306724534346018,0.3333333333333333
13,0.0,0.0,0.007920330004542155,0.004878048780487805
14,0.1,0.5,0.07118055555555555,0.1111111111111111
15,0.2,1.0,1.0,1.0
16,0.1,0.3333333333333333,0.19877450980392156,0.5
17,0.1,0.5,0.5085470085470085,1.0
18,0.1,0.3333333333333333,0.3559328015811392,1.0
19,0.0,0.0,0.007526201886532056,0.006993006993006993
20,0.6,0.6666666666666666,0.5198762608615858,0.5
21,0.0,0.0,0.054049304209766336,0.07142857142857142
22,0.0,0.0,0.0017123287671232876,0.0017123287671232876
23,0.4,0.125,0.2173129031171377,0.5
24,0.2,0.6666666666666666,0.3522012578616352,0.5
25,0.6,0.6666666666666666,0.7062931881383289,1.0
26,0.2,0.3333333333333333,0.23838229001272473,0.5
27,0.1,0.3333333333333333,0.07949780827139317,0.16666666666666666
28,0.0,0.0,0.005163203230836081,0.00411522633744856
29,0.4,0.4444444444444444,0.3696904411521811,1.0
30,0.0,0.0,0.04628790727234302,0.07692307692307693
31,0.0,0.0,0.0007686395080707148,0.0007686395080707148
32,0.0,0.0,0.013565471463621482,0.014705882352941176
33,0.2,0.6666666666666666,0.29914529914529914,0.3333333333333333
34,0.2,0.3333333333333333,0.26023246905599845,0.3333333333333333
35,0.0,0.0,0.02641116674858432,0.034482758620689655
36,0.1,0.5,0.5163934426229508,1.0
37,0.1,0.1111111111111111,0.07803499326763198,0.1
38,0.0,0.0,0.052507141782873815,0.09090909090909091
39,0.2,0.15384615384615385,0.12836119166483734,0.5
40,0.2,0.16666666666666666,0.12260568776704356,0.3333333333333333
41,0.3,1.0,0.7916666666666666,1.0
42,0.3,0.6,0.1969967416760004,0.25
43,0.4,0.6666666666666666,0.5268566059263733,1.0
44,0.0,0.0,0.002513338261005369,0.0013717421124828531
45,0.1,0.08333333333333333,0.18072961452670164,1.0
46,0.5,0.3333333333333333,0.29989054047399916,0.5
47,0.5,0.35714285714285715,0.3252477150370238,0.25
48,0.2,0.18181818181818182,0.14263413904328523,0.5
49,0.0,0.0,0.06397306397306397,0.09090909090909091
50,0.1,0.16666666666666666,0.10230808832266051,0.5
51,0.6,0.6,0.6195666548063807,1.0
52,0.3,0.75,0.8409090909090909,1.0
53,0.3,0.3,0.2632218931569249,1.0
54,0.1,0.1111111111111111,0.13226290322983264,0.5
55,0.2,0.2,0.3075562117094375,1.0
56,0.2,0.2,0.12444026887593482,0.3333333333333333
57,0.0,0.0,0.05986266757783072,0.07692307692307693
58,0.0,0.0,0.08509407448786255,0.058823529411764705
59,0.2,0.5,0.1570701713028446,0.14285714285714285
60,0.3,0.6,0.27415584415584415,0.5
61,0.3,0.6,0.5540563866513234,1.0
62,0.0,0.0,0.033946901200947635,0.07692307692307693
63,0.0,0.0,0.06249335459861775,0.06666666666666667
64,0.1,0.5,0.525,1.0
65,0.5,0.3333333333333333,0.24256121681885787,0.5
66,0.1,0.2,0.0893631749516007,0.16666666666666666
67,0.6,0.42857142857142855,0.5058738521479944,1.0
68,0.1,0.2,0.130573960180349,0.5
69,0.1,0.2,0.05855764070105305,0.16666666666666666
70,0.1,0.1,0.09852344936827494,0.5
71,0.0,0.0,0.04243328458764347,0.0625
72,0.2,0.11764705882352941,0.1510900224877929,1.0
73,0.7,0.35,0.362849857276633,1.0
74,0.2,0.3333333333333333,0.1218639073199696,0.16666666666666666
75,0.0,0.0,0.025097777639912472,0.02857142857142857
76,0.2,0.2857142857142857,0.37363888501458675,1.0
77,0.2,0.3333333333333333,0.2886679292929293,0.5
78,0.3,1.0,0.6805555555555555,1.0
79,0.0,0.0,0.05463409778627169,0.0625
80,0.0,0.0,0.017347628043816215,0.030303030303030304
81,0.2,1.0,1.0,1.0
82,0.2,0.4,0.35519619269619274,1.0
83,0.0,0.0,0.011037659660841578,0.00847457627118644
84,0.3,0.2727272727272727,0.3740065415337948,1.0
85,0.1,0.25,0.2648519189204977,1.0
86,0.2,1.0,0.5833333333333333,0.5
87,0.0,0.0,0.013318126502766214,0.018518518518518517
88,0.6,1.0,0.6218253968253968,0.5
89,0.1,0.16666666666666666,0.18453441982853747,0.3333333333333333
90,0.1,0.07692307692307693,0.05724916423369983,0.125
91,0.5,0.5555555555555556,0.36024973688529427,1.0
92,0.5,0.38461538461538464,0.4921269292840202,1.0
93,0.1,1.0,0.5,0.5
94,0.6,0.5,0.45906222985458106,0.5
95,0.1,0.5,0.5714285714285714,1.0
96,0.6,0.46153846153846156,0.35761109659690465,0.5
97,0.3,0.3,0.20459484520636204,0.5
98,0.0,0.0,0.03596007719549132,0.06666666666666667
99,0.2,0.5,0.23773948644566342,0.3333333333333333
100,0.3,0.3333333333333333,0.23101600761119942,0.5
101,0.5,0.8333333333333334,0.6208333333333333,1.0
102,0.2,0.5,0.38189655172413794,1.0
103,0.0,0.0,0.010823289560472507,0.0196078431372549
104,0.1,0.2,0.09924195369847542,0.3333333333333333
105,0.3,0.6,0.44466666666666665,0.5
106,0.3,0.6,0.4516410337719994,1.0
107,0.3,0.42857142857142855,0.2906065609267579,0.5
108,0.5,0.7142857142857143,0.7640288283145426,1.0
109,0.0,0.0,0.03762288755623676,0.029411764705882353
110,0.1,0.25,0.1497225684532186,0.5
111,0.2,0.2857142857142857,0.24398244146143305,0.25
112,0.1,0.5,0.3269230769230769,0.5
113,0.2,0.5,0.17406507054529605,0.3333333333333333
114,0.1,0.25,0.06875545098469482,0.2
115,0.1,0.25,0.06718340684516469,0.25
116,0.1,0.2,0.039698916097264454,0.1
117,0.0,0.0,0.05235042735042735,0.07692307692307693
118,0.2,0.6666666666666666,0.5131578947368421,1.0
119,0.1,1.0,0.14285714285714285,0.14285714285714285
120,0.5,0.5555555555555556,0.4223434744268077,0.5
121,0.4,0.5714285714285714,0.5098221670802315,0.5
122,0.4,0.4444444444444444,0.2869507947053016,0.3333333333333333
123,0.0,0.0,0.09215686274509804,0.06666666666666667
124,0.0,0.0,0.004536015181415002,0.0072992700729927005
125,0.3,0.17647058823529413,0.29184270060005385,1.0
126,0.2,0.25,0.22462714487434227,1.0
127,0.1,0.2,0.12103872701728668,0.25
128,0.0,0.0,0.02560013429578647,0.043478260869565216
129,0.4,0.5714285714285714,0.3524111890192234,0.5
130,0.4,0.8,0.43787878787878787,0.5
131,0.2,0.25,0.266539124825696,0.16666666666666666
132,0.8,0.5333333333333333,0.7402731712731713,1.0
133,0.2,0.2857142857142857,0.2519047619047619,0.16666666666666666
134,0.1,0.5,0.2722222222222222,0.5
135,0.5,0.625,0.6366013071895426,1.0
136,0.1,0.3333333333333333,0.4123931623931623,1.0
137,0.2,0.5,0.20246175393234217,0.3333333333333333
138,0.1,0.5,0.13225806451612904,0.2
139,0.0,0.0,0.009061009694193843,0.010416666666666666
140,0.2,0.3333333333333333,0.17273994846270602,0.5
141,0.1,0.16666666666666666,0.28956807081807084,1.0
142,0.0,0.0,0.08333333333333333,0.08333333333333333
143,0.2,1.0,0.7,1.0
144,0.5,0.8333333333333334,0.4135327635327635,0.3333333333333333
145,0.2,0.2857142857142857,0.17714205768901034,0.3333333333333333
146,0.2,1.0,0.5833333333333333,0.5
147,0.4,0.4,0.2743129743727235,0.5
148,0.2,0.3333333333333333,0.1874655795547764,0.3333333333333333
149,0.5,0.45454545454545453,0.40037719452993925,1.0
150,0.2,1.0,0.45,0.5
151,0.0,0.0,0.0335415293667093,0.043478260869565216
152,0.0,0.0,0.006409482727361699,0.006622516556291391
153,0.0,0.0,0.016541355111968015,0.05555555555555555
154,0.2,1.0,1.0,1.0
155,0.2,0.3333333333333333,0.24193361714486664,1.0
156,0.7,0.5,0.5650111864086073,1.0
157,0.4,0.10256410256410256,0.19489164757302138,0.3333333333333333
158,0.2,0.25,0.18841150351610822,0.5
159,0.2,0.25,0.08197125746259222,0.2
160,0.1,0.2,0.12025597215350536,0.5
161,0.3,0.5,0.5348068247653095,1.0
162,0.2,0.25,0.26562264328808444,0.5
163,0.2,0.6666666666666666,0.27008547008547007,0.3333333333333333
164,0.3,0.375,0.2761034454238197,0.5
165,0.2,1.0,0.5,0.5
166,0.1,0.125,0.048771377203992744,0.1111111111111111
167,0.2,1.0,0.5,0.5
168,0.1,0.5,0.11904761904761904,0.16666666666666666
169,0.2,0.5,0.2907508234187,0.5
170,0.4,0.6666666666666666,0.35808720112517584,1.0
171,0.2,0.6666666666666666,0.46990740740740744,1.0
172,0.4,1.0,0.7708333333333333,1.0
173,0.2,1.0,1.0,1.0
174,0.1,0.2,0.0912870503654337,0.25
175,0.0,0.0,0.05314580004327527,0.09090909090909091
176,0.1,0.14285714285714285,0.08613207013318001,0.16666666666666666
177,0.4,0.8,0.7251948051948053,1.0
178,0.2,0.5,0.16741926655719758,0.16666666666666666
179,0.1,0.25,0.3049756842371394,1.0
180,0.4,0.5714285714285714,0.47765772975856996,0.5
181,0.2,0.4,0.2699413110868304,1.0
182,0.2,1.0,0.5,0.5
183,0.6,0.46153846153846156,0.5604029646893868,1.0
184,0.0,0.0,0.11123214581725929,0.09090909090909091
185,0.6,0.6666666666666666,0.8296957671957671,1.0
186,0.1,0.0625,0.07346005867774474,0.25
187,0.3,0.5,0.3056623801514285,0.5
188,0.5,0.45454545454545453,0.39250708897470665,1.0
189,0.1,0.1111111111111111,0.0948757349912154,0.25
190,0.3,0.6,0.42363636363636364,1.0
191,0.3,0.23076923076923078,0.36569279698031887,0.25
192,0.3,0.75,0.5904761904761905,1.0
193,0.8,0.8888888888888888,0.831530760452329,1.0
194,0.1,0.16666666666666666,0.16557381878166608,0.25
195,0.0,0.0,0.04136904761904762,0.03125
196,0.3,0.25,0.1869171260227387,1.0
197,0.2,0.6666666666666666,0.7380952380952381,1.0
198,0.3,0.75,0.5140267749699158,1.0
199,0.1,0.125,0.05450264631878113,0.14285714285714285
200,0.2,0.6666666666666666,0.4166666666666667,0.5
201,0.4,0.25,0.3144117259301397,1.0
202,0.3,0.21428571428571427,0.20496268061980266,0.5
203,0.2,0.14285714285714285,0.12223451350841334,0.5
204,0.0,0.0,0.04340293943213748,0.09090909090909091
205,0.2,1.0,0.7,1.0
206,0.2,0.6666666666666666,0.28004022121669175,0.5
207,0.0,0.0,0.008475102914539888,0.02040816326530612
208,0.3,0.5,0.36971916971916974,0.5
209,0.2,0.16666666666666666,0.1417806603112093,0.14285714285714285
210,0.2,0.3333333333333333,0.34493855489396336,1.0
211,0.1,0.09090909090909091,0.1251462745783044,0.1
212,0.6,0.42857142857142855,0.491812455616799,1.0
213,0.5,0.45454545454545453,0.5863342030169472,1.0
214,0.0,0.0,0.040661421911421906,0.07692307692307693
215,0.0,0.0,0.05357142857142857,0.07142857142857142
216,0.0,0.0,0.0027247956403269754,0.0027247956403269754
217,0.3,0.2,0.17740232043332585,0.25
218,0.3,0.2,0.26199823009892503,1.0
219,0.0,0.0,0.039052806998075645,0.034482758620689655
220,0.2,0.10526315789473684,0.20540720099123239,1.0
221,0.3,0.16666666666666666,0.23298616873716751,1.0
222,0.6,0.6666666666666666,0.7771475012854325,1.0
223,0.3,0.75,0.4595238095238095,0.5
224,0.3,0.375,0.18224723276987853,0.25
225,0.1,0.041666666666666664,0.04065347718415568,0.3333333333333333
