query_id,precision@50,recall@50,AP,RR
1,0.22,0.39285714285714285,0.2318851491024693,1.0
2,0.12,0.25,0.18890943624487574,1.0
3,0.14,0.875,0.6422714540361599,1.0
4,0.04,1.0,0.6111111111111112,1.0
5,0.06,0.75,0.08953905249679897,0.09090909090909091
6,0.04,0.5,0.10270011504344405,0.25
7,0.06,0.6,0.1669830312929403,0.3333333333333333
8,0.12,0.5454545454545454,0.19187388582248374,0.5
9,0.02,0.3333333333333333,0.028579315421420684,0.045454545454545456
10,0.1,0.625,0.14221884815102792,0.3333333333333333
11,0.06,0.42857142857142855,0.17293095567818081,0.5
12,0.08,0.8,0.07495157763199,0.08333333333333333
13,0.0,0.0,0.008633895552366693,0.0055248618784530384
14,0.04,1.0,0.3611111111111111,0.5
15,0.04,1.0,0.8333333333333333,1.0
16,0.02,0.3333333333333333,0.1883581400715357,0.5
17,0.02,0.5,0.5125,1.0
18,0.04,0.6666666666666666,0.0823671497584541,0.2
19,0.0,0.0,0.005594631532372891,0.002898550724637681
20,0.16,0.8888888888888888,0.43559931760866344,0.25
21,0.06,0.75,0.26482558139534884,0.5
22,0.0,0.0,0.0019455252918287938,0.0019455252918287938
23,0.16,0.25,0.2107533515626034,0.5
24,0.04,0.6666666666666666,0.26429710640236953,0.5
25,0.14,0.7777777777777778,0.5198048649665631,1.0
26,0.08,0.6666666666666666,0.19263636363636363,0.2
27,0.02,0.3333333333333333,0.09729393765538345,0.25
28,0.0,0.0,0.002267625752474237,0.002066115702479339
29,0.1,0.5555555555555556,0.4135061786543432,1.0
30,0.06,0.42857142857142855,0.05648077281616775,0.14285714285714285
31,0.0,0.0,0.0008006405124099279,0.0008006405124099279
32,0.02,0.16666666666666666,0.024150966840723157,0.022222222222222223
33,0.06,1.0,0.2888888888888889,0.3333333333333333
34,0.12,1.0,0.24050001514394317,0.25
35,0.02,0.3333333333333333,0.019131807721306373,0.023255813953488372
36,0.02,0.5,0.08532934131736526,0.16666666666666666
37,0.12,0.6666666666666666,0.1933329310457074,0.25
38,0.04,0.2,0.07416360704519911,0.5
39,0.12,0.46153846153846156,0.18966201925399867,1.0
40,0.02,0.08333333333333333,0.06606403324852507,0.5
41,0.06,1.0,0.8333333333333334,1.0
42,0.06,0.6,0.2210367829235754,0.3333333333333333
43,0.1,0.8333333333333334,0.7367283950617284,1.0
44,0.0,0.0,0.0026822776167595053,0.0014903129657228018
45,0.06,0.25,0.1314052945695131,0.5
46,0.12,0.4,0.29014593518534143,0.5
47,0.16,0.5714285714285714,0.2742909788785341,0.3333333333333333
48,0.04,0.18181818181818182,0.14196257754548466,1.0
49,0.04,1.0,0.19369369369369369,0.3333333333333333
50,0.04,0.3333333333333333,0.0475136218403589,0.2
51,0.16,0.8,0.542093214756258,1.0
52,0.08,1.0,0.7291666666666666,1.0
53,0.12,0.6,0.22757087427448663,1.0
54,0.04,0.2222222222222222,0.08911940877302192,0.25
55,0.1,0.5,0.21499186534513645,1.0
56,0.12,0.6,0.12908452161456907,0.16666666666666666
57,0.1,0.35714285714285715,0.09632531508738344,0.1
58,0.04,0.2222222222222222,0.036681009997955864,0.043478260869565216
59,0.02,0.25,0.020316448619031646,0.02
60,0.06,0.6,0.44172352326510544,1.0
61,0.06,0.6,0.24188770999115827,0.5
62,0.08,0.8,0.08526629793287129,0.2
63,0.0,0.0,0.007278583724184102,0.00980392156862745
