query_id,precision@50,recall@50,AP,RR
1,0.22,0.39285714285714285,0.2568249436824476,1.0
2,0.1,0.20833333333333334,0.18131560868263175,1.0
3,0.14,0.875,0.6222468588322246,1.0
4,0.04,1.0,0.5769230769230769,1.0
5,0.06,0.75,0.08838383838383838,0.1111111111111111
6,0.02,0.25,0.09125625584337019,0.25
7,0.06,0.6,0.1626987149533638,0.3333333333333333
8,0.12,0.5454545454545454,0.19308129919461078,0.5
9,0.02,0.3333333333333333,0.037585784064657304,0.07142857142857142
10,0.06,0.375,0.11686233708457498,0.3333333333333333
11,0.08,0.5714285714285714,0.20514203001299777,0.5
12,0.06,0.6,0.05384193752096776,0.08333333333333333
13,0.0,0.0,0.0028045655565024823,0.002531645569620253
14,0.04,1.0,0.6,1.0
15,0.04,1.0,0.8333333333333333,1.0
16,0.06,1.0,0.2342857142857143,0.5
17,0.02,0.5,0.5163934426229508,1.0
18,0.04,0.6666666666666666,0.0756031746031746,0.16666666666666666
19,0.0,0.0,0.006996967350919277,0.004784688995215311
20,0.14,0.7777777777777778,0.3709935105643489,0.25
21,0.06,0.75,0.31625939849624063,0.5
22,0.0,0.0,0.0010162601626016261,0.0010162601626016261
23,0.14,0.21875,0.14458540489649033,0.5
24,0.04,0.6666666666666666,0.26367154635705875,0.5
25,0.14,0.7777777777777778,0.4013234335055279,1.0
26,0.06,0.5,0.15177014038051018,0.25
27,0.02,0.3333333333333333,0.09746206174777604,0.25
28,0.0,0.0,0.0014253549413285268,0.001160092807424594
29,0.1,0.5555555555555556,0.3538737318084698,1.0
30,0.06,0.42857142857142855,0.061253238744216044,0.14285714285714285
31,0.0,0.0,0.0007262164124909223,0.0007262164124909223
32,0.04,0.3333333333333333,0.02604158945113884,0.024390243902439025
33,0.06,1.0,0.3032679738562092,0.3333333333333333
34,0.1,0.8333333333333334,0.21878012338538655,0.25
35,0.0,0.0,0.014071794031656417,0.015625
36,0.02,0.5,0.03813559322033898,0.07142857142857142
37,0.12,0.6666666666666666,0.1697263172199968,0.25
38,0.04,0.2,0.07464217877192529,0.5
39,0.12,0.46153846153846156,0.16882842437996423,0.5
40,0.02,0.08333333333333333,0.06367748461217028,0.5
41,0.06,1.0,0.8333333333333334,1.0
42,0.06,0.6,0.20311396368747386,0.3333333333333333
43,0.1,0.8333333333333334,0.72276247848537,1.0
44,0.0,0.0,0.0018780081109260273,0.001669449081803005
45,0.04,0.16666666666666666,0.13141159874561922,0.5
46,0.12,0.4,0.30379423962048896,0.5
47,0.18,0.6428571428571429,0.2961300863110371,0.3333333333333333
48,0.06,0.2727272727272727,0.13638754032843114,1.0
49,0.02,0.5,0.13020833333333334,0.25
50,0.02,0.16666666666666666,0.013534955162836189,0.037037037037037035
51,0.16,0.8,0.5527214773056558,1.0
52,0.08,1.0,0.5162037037037037,0.5
53,0.12,0.6,0.22546094162975958,1.0
54,0.08,0.4444444444444444,0.10762577747676524,0.3333333333333333
55,0.12,0.6,0.22981228697311834,1.0
56,0.1,0.5,0.13853027438923965,0.16666666666666666
57,0.1,0.35714285714285715,0.08729141892500561,0.16666666666666666
58,0.1,0.5555555555555556,0.056402487516214475,0.058823529411764705
59,0.02,0.25,0.017808696247508658,0.022727272727272728
60,0.06,0.6,0.4284496558597278,1.0
61,0.06,0.6,0.20343422806015612,0.3333333333333333
62,0.04,0.4,0.049534196830458885,0.125
63,0.0,0.0,0.005896671848345192,0.007042253521126761
64,0.04,1.0,0.06904761904761905,0.06666666666666667
65,0.16,0.5333333333333333,0.3967108295544484,1.0
66,0.08,0.8,0.16931419457735247,0.2
67,0.22,0.7857142857142857,0.6841648118244207,1.0
68,0.04,0.4,0.14291512925374045,0.5
69,0.06,0.6,0.09057542514079017,0.125
