query_id,precision@10,recall@10,AP,RR
1,0.5,0.17857142857142858,0.22179184681438693,1.0
2,0.3,0.125,0.19573646857770408,1.0
3,0.7,0.875,0.6597222222222223,0.5
4,0.1,0.5,0.55,1.0
5,0.2,0.5,0.14974323062558356,0.16666666666666666
6,0.3,0.75,0.2459033613445378,0.25
7,0.2,0.4,0.14064762678740736,0.3333333333333333
8,0.3,0.2727272727272727,0.21249745561365552,0.5
9,0.0,0.0,0.02615159496634475,0.04
10,0.2,0.25,0.2571654743822451,1.0
11,0.2,0.2857142857142857,0.16078443956198832,0.3333333333333333
12,0.2,0.4,0.10210589880498347,0.125
13,0.0,0.0,0.007920330004542155,0.004878048780487805
14,0.2,1.0,0.225,0.25
15,0.2,1.0,0.7,1.0
16,0.1,0.3333333333333333,0.21012759170653908,0.5
17,0.1,0.5,0.5097087378640777,1.0
18,0.1,0.3333333333333333,0.18573842546445285,0.5
19,0.0,0.0,0.007028879207676876,0.006535947712418301
20,0.4,0.4444444444444444,0.49457549457549455,0.5
21,0.2,0.5,0.1790160642570281,0.25
22,0.0,0.0,0.0017123287671232876,0.0017123287671232876
23,0.5,0.15625,0.2253750223024432,0.5
24,0.2,0.6666666666666666,0.47301587301587295,1.0
25,0.5,0.5555555555555556,0.5253094434991991,1.0
26,0.3,0.5,0.21581578144078142,0.25
27,0.1,0.3333333333333333,0.06246318418510402,0.14285714285714285
28,0.0,0.0,0.006909472779779947,0.006993006993006993
29,0.3,0.3333333333333333,0.36695870083405124,1.0
30,0.0,0.0,0.05010126813195868,0.09090909090909091
31,0.0,0.0,0.0007686395080707148,0.0007686395080707148
32,0.0,0.0,0.024143336171880945,0.018518518518518517
33,0.2,0.6666666666666666,0.3277777777777778,0.3333333333333333
34,0.3,0.5,0.28719336219336217,0.25
35,0.0,0.0,0.02921228719676359,0.047619047619047616
36,0.1,0.5,0.18229166666666666,0.3333333333333333
37,0.2,0.2222222222222222,0.13257515874340092,0.14285714285714285
38,0.1,0.1,0.04462347719839579,0.2
39,0.1,0.07692307692307693,0.18421877235937098,1.0
40,0.2,0.16666666666666666,0.08086128359811476,0.3333333333333333
41,0.3,1.0,0.8333333333333334,1.0
42,0.3,0.6,0.20780397022332506,0.2
43,0.5,0.8333333333333334,0.6685185185185185,1.0
44,0.0,0.0,0.002513338261005369,0.0013717421124828531
45,0.2,0.16666666666666666,0.1617411102119969,0.5
46,0.5,0.3333333333333333,0.2677534708969544,0.5
47,0.5,0.35714285714285715,0.3126482167856091,0.5
48,0.1,0.09090909090909091,0.09160742811385898,0.5
49,0.1,0.5,0.13949275362318841,0.25
50,0.1,0.16666666666666666,0.07600078574743598,0.3333333333333333
